Level,Ionization_Mode,DTXSID,Preferred_Name,MS_READY_DTXCID,MS_READY_FORMULA,MS_READY_MONOISOTOPIC_MASS,MS_READY_SMILES,mean_RT,Observed_Isomer,Isomer_Number,Isomer_Order,Spike_Conc,mean_Intensity,std_Intensity,SMILES,Molar_Conc,Intensity,Response_Factor,Log_Pred_Ionization_Eff,Log_Pred_Response_Factor,Predicted_Conc,Predicted_Conc_uM
High,Esi+,DTXSID4034653,Hexaconazole,DTXCID2014653,C14H17Cl2N3O,313.0748676,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,10.14,0,,,0.49,41447696,,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,,41447696,,2.970075556,13.6255854,9.81556E-07,0.98155579
Mid,Esi+,DTXSID4034653,Hexaconazole,DTXCID2014653,C14H17Cl2N3O,313.0748676,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,10.14,0,,,0.122,13702651,,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,,13702651,,2.970075556,13.6255854,3.24503E-07,0.324503355
Low,Esi+,DTXSID4034653,Hexaconazole,DTXCID2014653,C14H17Cl2N3O,313.0748676,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,10.14,0,,,0.024,2923089,,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,,2923089,,2.970075556,13.6255854,6.9224E-08,0.069223991
High,Esi+,DTXSID6021296,Suxibuzone,DTXCID601296,C24H26N2O6,438.1790866,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,7.01,0,,,0.49,7669627,,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,,7669627,,3.449924616,13.81420795,1.17643E-07,0.117643054
Mid,Esi+,DTXSID6021296,Suxibuzone,DTXCID601296,C24H26N2O6,438.1790866,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,7.01,0,,,0.122,3384481,,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,,3384481,,3.449924616,13.81420795,5.1914E-08,0.051913956
Low,Esi+,DTXSID6021296,Suxibuzone,DTXCID601296,C24H26N2O6,438.1790866,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,7.01,0,,,0.024,719846,,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,,719846,,3.449924616,13.81420795,1.10416E-08,0.011041591
High,Esi+,DTXSID7037185,Amiodarone hydrochloride,DTXCID702592,C25H29I2NO3,645.02368,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,13.06,0,,,0.3675,106032072,,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,,106032072,,3.337811487,13.77013771,1.80011E-06,1.800112041
Mid,Esi+,DTXSID7037185,Amiodarone hydrochloride,DTXCID702592,C25H29I2NO3,645.02368,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,13.06,0,,,0.0915,31616464,,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,,31616464,,3.337811487,13.77013771,5.36754E-07,0.536754366
Low,Esi+,DTXSID7037185,Amiodarone hydrochloride,DTXCID702592,C25H29I2NO3,645.02368,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,13.06,0,,,0.018,4977548,,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,,4977548,,3.337811487,13.77013771,8.45041E-08,0.084504093
High,Esi+,DTXSID6041688,Bupirimate,DTXCID4021688,C13H24N4O3S,316.1569118,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,9.38,0,,,0.49,41271308,,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,,41271308,,3.683989909,13.90621604,5.12191E-07,0.5121913
Mid,Esi+,DTXSID6041688,Bupirimate,DTXCID4021688,C13H24N4O3S,316.1569118,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,9.38,0,,,0.122,13818027,,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,,13818027,,3.683989909,13.90621604,1.71487E-07,0.171486526
Low,Esi+,DTXSID6041688,Bupirimate,DTXCID4021688,C13H24N4O3S,316.1569118,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,9.38,0,,,0.024,2791670,,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,,2791670,,3.683989909,13.90621604,3.46456E-08,0.034645597
High,Esi+,DTXSID4047331,MK-547,DTXCID80197205,C31H33NO7,531.2257024,CCCCC1=CC=C2C(C(C(C2=N1)C1=CC=C(OC)C=C1CC(C)C(O)=O)C(O)=O)C1=CC2=C(OCO2)C=C1,8.7,0,,,0.49,31923492,,CCCCC1=CC=C2C(C(C(C2=N1)C1=CC=C(OC)C=C1CC(C)C(O)=O)C(O)=O)C1=CC2=C(OCO2)C=C1,,31923492,,3.526858508,13.84444969,4.56731E-07,0.456731228
Mid,Esi+,DTXSID4047331,MK-547,DTXCID80197205,C31H33NO7,531.2257024,CCCCC1=CC=C2C(C(C(C2=N1)C1=CC=C(OC)C=C1CC(C)C(O)=O)C(O)=O)C1=CC2=C(OCO2)C=C1,8.7,0,,,0.122,14040538,,CCCCC1=CC=C2C(C(C(C2=N1)C1=CC=C(OC)C=C1CC(C)C(O)=O)C(O)=O)C1=CC2=C(OCO2)C=C1,,14040538,,3.526858508,13.84444969,2.00879E-07,0.200878781
Low,Esi+,DTXSID4047331,MK-547,DTXCID80197205,C31H33NO7,531.2257024,CCCCC1=CC=C2C(C(C(C2=N1)C1=CC=C(OC)C=C1CC(C)C(O)=O)C(O)=O)C1=CC2=C(OCO2)C=C1,8.7,0,,,0.024,2735282,,CCCCC1=CC=C2C(C(C(C2=N1)C1=CC=C(OC)C=C1CC(C)C(O)=O)C(O)=O)C1=CC2=C(OCO2)C=C1,,2735282,,3.526858508,13.84444969,3.91338E-08,0.039133836
High,Esi+,DTXSID8048521,PharmaGSID_48521,DTXCID20210280,C31H49N5O4,555.3784551,CCCCC1CN(CC2CCOCC2)C(=O)OC11CCN(CC1)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C,4.69,0,,,0.441,15666522,,CCCCC1CN(CC2CCOCC2)C(=O)OC11CCN(CC1)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C,,15666522,,4.472491366,14.21616591,9.52372E-08,0.095237215
Mid,Esi+,DTXSID8048521,PharmaGSID_48521,DTXCID20210280,C31H49N5O4,555.3784551,CCCCC1CN(CC2CCOCC2)C(=O)OC11CCN(CC1)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C,4.69,0,,,0.1098,6952640,,CCCCC1CN(CC2CCOCC2)C(=O)OC11CCN(CC1)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C,,6952640,,4.472491366,14.21616591,4.22653E-08,0.042265288
Low,Esi+,DTXSID8048521,PharmaGSID_48521,DTXCID20210280,C31H49N5O4,555.3784551,CCCCC1CN(CC2CCOCC2)C(=O)OC11CCN(CC1)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C,4.69,0,,,0.0216,1352163,,CCCCC1CN(CC2CCOCC2)C(=O)OC11CCN(CC1)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C,,1352163,,4.472491366,14.21616591,8.21984E-09,0.008219836
High,Esi+,DTXSID6043915,Hydroxyprogesterone caproate,DTXCID70209866,C27H40O4,428.2926598,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,11.98,0,,,0.49,54620112,,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,,54620112,,3.306406588,13.75779285,9.54025E-07,0.954024968
Mid,Esi+,DTXSID6043915,Hydroxyprogesterone caproate,DTXCID70209866,C27H40O4,428.2926598,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,11.98,0,,,0.122,26460324,,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,,26460324,,3.306406588,13.75779285,4.62171E-07,0.462170597
Low,Esi+,DTXSID6043915,Hydroxyprogesterone caproate,DTXCID70209866,C27H40O4,428.2926598,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,11.98,0,,,0.024,4838936,,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,,4838936,,3.306406588,13.75779285,8.45195E-08,0.084519522
High,Esi+,DTXSID3041794,Cloquintocet-mexyl,DTXCID1021794,C18H22ClNO3,335.1288213,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,11.83,0,,,0.49,128130280,,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,,128130280,,3.523910863,13.843291,1.83806E-06,1.838064604
Mid,Esi+,DTXSID3041794,Cloquintocet-mexyl,DTXCID1021794,C18H22ClNO3,335.1288213,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,11.83,0,,,0.122,40843320,,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,,40843320,,3.523910863,13.843291,5.85909E-07,0.585908817
Low,Esi+,DTXSID3041794,Cloquintocet-mexyl,DTXCID1021794,C18H22ClNO3,335.1288213,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,11.83,0,,,0.024,7198583,,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,,7198583,,3.523910863,13.843291,1.03266E-07,0.103265681
High,Esi+,DTXSID0040707,4-Pentylaniline,DTXCID8020707,C11H17N,163.1360996,CCCCCC1=CC=C(N)C=C1,8.7,0,,,0.49,718810,,CCCCCC1=CC=C(N)C=C1,0.00000049,718810,1.46696E+12,3.135877926,13.6907602,1.46505E-08,0.014650549
Mid,Esi+,DTXSID0040707,4-Pentylaniline,DTXCID8020707,C11H17N,163.1360996,CCCCCC1=CC=C(N)C=C1,8.7,0,,,0.122,240144,,CCCCCC1=CC=C(N)C=C1,0.000000122,240144,1.96839E+12,3.135877926,13.6907602,4.89454E-09,0.004894536
Low,Esi+,DTXSID0040707,4-Pentylaniline,DTXCID8020707,C11H17N,163.1360996,CCCCCC1=CC=C(N)C=C1,8.7,0,,,0.024,54049,,CCCCCC1=CC=C(N)C=C1,0.000000024,54049,2.25204E+12,3.135877926,13.6907602,1.10161E-09,0.001101609
High,Esi+,DTXSID0047589,6-Pentyl-2H-pyran-2-one,DTXCID8027589,C10H14O2,166.0993797,CCCCCC1=CC=CC(=O)O1,5.85,0,,,0.49,2040037,,CCCCCC1=CC=CC(=O)O1,0.00000049,2040037,4.16334E+12,2.640904902,13.49619262,6.50797E-08,0.065079683
Mid,Esi+,DTXSID0047589,6-Pentyl-2H-pyran-2-one,DTXCID8027589,C10H14O2,166.0993797,CCCCCC1=CC=CC(=O)O1,5.85,0,,,0.122,,,CCCCCC1=CC=CC(=O)O1,0.000000122,,,2.640904902,13.49619262,,
Low,Esi+,DTXSID0047589,6-Pentyl-2H-pyran-2-one,DTXCID8027589,C10H14O2,166.0993797,CCCCCC1=CC=CC(=O)O1,5.85,0,,,0.024,,,CCCCCC1=CC=CC(=O)O1,0.000000024,,,2.640904902,13.49619262,,
High,Esi+,DTXSID5034303,Fluroxypyr-meptyl,DTXCID3014303,C15H21Cl2FN2O3,366.0913261,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,12.48,0,,,0.49,54161292,,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,,54161292,,3.662981537,13.89795791,6.85064E-07,0.685063933
Mid,Esi+,DTXSID5034303,Fluroxypyr-meptyl,DTXCID3014303,C15H21Cl2FN2O3,366.0913261,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,12.48,0,,,0.122,17191744,,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,,17191744,,3.662981537,13.89795791,2.17451E-07,0.217451307
Low,Esi+,DTXSID5034303,Fluroxypyr-meptyl,DTXCID3014303,C15H21Cl2FN2O3,366.0913261,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,12.48,0,,,0.024,3638896,,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,,3638896,,3.662981537,13.89795791,4.60269E-08,0.046026901
High,Esi+,DTXSID4026684,2-Benzylideneoctanal,DTXCID806684,C15H20O,216.1514153,CCCCCCC(C=O)=CC1=CC=CC=C1,11.7,0,,,0.49,510715,,CCCCCCC(C=O)=CC1=CC=CC=C1,,510715,,3.080891839,13.66914587,1.09404E-08,0.010940388
Mid,Esi+,DTXSID4026684,2-Benzylideneoctanal,DTXCID806684,C15H20O,216.1514153,CCCCCCC(C=O)=CC1=CC=CC=C1,11.7,0,,,0.122,211954,,CCCCCCC(C=O)=CC1=CC=CC=C1,,211954,,3.080891839,13.66914587,4.54042E-09,0.004540417
Low,Esi+,DTXSID4026684,2-Benzylideneoctanal,DTXCID806684,C15H20O,216.1514153,CCCCCCC(C=O)=CC1=CC=CC=C1,11.7,0,,,0.024,37086,,CCCCCCC(C=O)=CC1=CC=CC=C1,,37086,,3.080891839,13.66914587,7.94446E-10,0.000794446
High,Esi+,DTXSID8027086,Methyl 12-hydroxyoctadecanoate,DTXCID507086,C19H38O3,314.2820951,CCCCCCC(O)CCCCCCCCCCC(=O)OC,14.4,0,,,0.49,3063963,,CCCCCCC(O)CCCCCCCCCCC(=O)OC,,3063963,,2.537150489,13.45540808,1.07368E-07,0.107368142
Mid,Esi+,DTXSID8027086,Methyl 12-hydroxyoctadecanoate,DTXCID507086,C19H38O3,314.2820951,CCCCCCC(O)CCCCCCCCCCC(=O)OC,14.4,0,,,0.122,988203,,CCCCCCC(O)CCCCCCCCCCC(=O)OC,,988203,,2.537150489,13.45540808,3.46289E-08,0.034628851
Low,Esi+,DTXSID8027086,Methyl 12-hydroxyoctadecanoate,DTXCID507086,C19H38O3,314.2820951,CCCCCCC(O)CCCCCCCCCCC(=O)OC,14.4,0,,,0.024,240974,,CCCCCCC(O)CCCCCCCCCCC(=O)OC,,240974,,2.537150489,13.45540808,8.44427E-09,0.00844427
High,Esi+,DTXSID5040708,4-Hexylaniline,DTXCID3020708,C12H19N,177.1517496,CCCCCCC1=CC=C(N)C=C1,9.98,0,,,0.49,1800162,,CCCCCCC1=CC=C(N)C=C1,,1800162,,3.831511588,13.96420493,1.95482E-08,0.019548195
Mid,Esi+,DTXSID5040708,4-Hexylaniline,DTXCID3020708,C12H19N,177.1517496,CCCCCCC1=CC=C(N)C=C1,9.98,0,,,0.122,660599,,CCCCCCC1=CC=C(N)C=C1,,660599,,3.831511588,13.96420493,7.17353E-09,0.007173531
Low,Esi+,DTXSID5040708,4-Hexylaniline,DTXCID3020708,C12H19N,177.1517496,CCCCCCC1=CC=C(N)C=C1,9.98,0,,,0.024,143959,,CCCCCCC1=CC=C(N)C=C1,,143959,,3.831511588,13.96420493,1.56327E-09,0.00156327
High,Esi+,DTXSID1034769,Nonivamide,DTXCID9014769,C17H27NO3,293.1990937,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,8.61,0,,,0.732,21932898,,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,7.32E-07,21932898,2.9963E+13,3.024708267,13.64706083,4.94351E-07,0.494350744
Mid,Esi+,DTXSID1034769,Nonivamide,DTXCID9014769,C17H27NO3,293.1990937,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,8.61,0,,,0.244,9622410,,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,0.000000244,9622410,3.94361E+13,3.024708267,13.64706083,2.16882E-07,0.216881761
Low,Esi+,DTXSID1034769,Nonivamide,DTXCID9014769,C17H27NO3,293.1990937,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,8.61,0,,,0.061,2282711,,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,0.000000061,2282711,3.74215E+13,3.024708267,13.64706083,5.14506E-08,0.05145056
High,Esi+,DTXSID7042011,N-Dodecanoyl-N-methylglycine,DTXCID5022011,C15H29NO3,271.2147438,CCCCCCCCCCCC(=O)N(C)CC(O)=O,9.1,0,,,0.4655,5723166,,CCCCCCCCCCCC(=O)N(C)CC(O)=O,,5723166,,2.283247751,13.35560215,2.52368E-07,0.252367945
Mid,Esi+,DTXSID7042011,N-Dodecanoyl-N-methylglycine,DTXCID5022011,C15H29NO3,271.2147438,CCCCCCCCCCCC(=O)N(C)CC(O)=O,9.1,0,,,0.1159,3200719,,CCCCCCCCCCCC(=O)N(C)CC(O)=O,,3200719,,2.283247751,13.35560215,1.41138E-07,0.141138467
Low,Esi+,DTXSID7042011,N-Dodecanoyl-N-methylglycine,DTXCID5022011,C15H29NO3,271.2147438,CCCCCCCCCCCC(=O)N(C)CC(O)=O,9.1,0,,,0.0228,769174,,CCCCCCCCCCCC(=O)N(C)CC(O)=O,,769174,,2.283247751,13.35560215,3.39174E-08,0.033917392
High,Esi+,DTXSID8044913,N-[3-(Dimethylamino)propyl]dodecanamide,DTXCID6024913,C17H36N2O,284.2827638,CCCCCCCCCCCC(=O)NCCCN(C)C,10.01,0,,,0.49,67398840,,CCCCCCCCCCCC(=O)NCCCN(C)C,,67398840,,2.787075912,13.55365058,1.88366E-06,1.883657088
Mid,Esi+,DTXSID8044913,N-[3-(Dimethylamino)propyl]dodecanamide,DTXCID6024913,C17H36N2O,284.2827638,CCCCCCCCCCCC(=O)NCCCN(C)C,10.01,0,,,0.122,19473298,,CCCCCCCCCCCC(=O)NCCCN(C)C,,19473298,,2.787075912,13.55365058,5.44238E-07,0.544238088
Low,Esi+,DTXSID8044913,N-[3-(Dimethylamino)propyl]dodecanamide,DTXCID6024913,C17H36N2O,284.2827638,CCCCCCCCCCCC(=O)NCCCN(C)C,10.01,0,,,0.024,3460777,,CCCCCCCCCCCC(=O)NCCCN(C)C,,3460777,,2.787075912,13.55365058,9.67215E-08,0.096721503
High,Esi+,DTXSID5041275,1-Monolaurin,DTXCID3021275,C15H30O4,274.2144094,CCCCCCCCCCCC(=O)OCC(O)CO,11.62,0,,,0.49,700932,,CCCCCCCCCCCC(=O)OCC(O)CO,,700932,,2.852450467,13.57934848,1.84641E-08,0.018464069
Mid,Esi+,DTXSID5041275,1-Monolaurin,DTXCID3021275,C15H30O4,274.2144094,CCCCCCCCCCCC(=O)OCC(O)CO,11.62,0,,,0.122,316078,,CCCCCCCCCCCC(=O)OCC(O)CO,,316078,,2.852450467,13.57934848,8.32618E-09,0.00832618
Low,Esi+,DTXSID5041275,1-Monolaurin,DTXCID3021275,C15H30O4,274.2144094,CCCCCCCCCCCC(=O)OCC(O)CO,11.62,0,,,0.024,87148,,CCCCCCCCCCCC(=O)OCC(O)CO,,87148,,2.852450467,13.57934848,2.29567E-09,0.002295667
High,Esi+,DTXSID5044865,"2,2'-(Tetradecylimino)diethanol",DTXCID3024865,C18H39NO2,301.2980795,CCCCCCCCCCCCCCN(CCO)CCO,11.86,0,,,0.732,54474433,,CCCCCCCCCCCCCCN(CCO)CCO,,54474433,,4.059978042,14.05401218,4.81039E-07,0.481039281
Mid,Esi+,DTXSID5044865,"2,2'-(Tetradecylimino)diethanol",DTXCID3024865,C18H39NO2,301.2980795,CCCCCCCCCCCCCCN(CCO)CCO,11.86,0,,,0.244,24104045,,CCCCCCCCCCCCCCN(CCO)CCO,,24104045,,4.059978042,14.05401218,2.12852E-07,0.212852008
Low,Esi+,DTXSID5044865,"2,2'-(Tetradecylimino)diethanol",DTXCID3024865,C18H39NO2,301.2980795,CCCCCCCCCCCCCCN(CCO)CCO,11.86,0,,,0.061,5055103,,CCCCCCCCCCCCCCN(CCO)CCO,,5055103,,4.059978042,14.05401218,4.46393E-08,0.044639347
High,Esi+,DTXSID9044322,Dodecylamine hydrochloride,DTXCID901984,C12H27N,185.2143499,CCCCCCCCCCCCN,10,0,,,0.49,15896447,4233709,CCCCCCCCCCCCN,,15896447,,3.784483096,13.94571863,1.80128E-07,0.180128089
Mid,Esi+,DTXSID9044322,Dodecylamine hydrochloride,DTXCID901984,C12H27N,185.2143499,CCCCCCCCCCCCN,10,0,,,0.122,4978894,1293608,CCCCCCCCCCCCN,,4978894,,3.784483096,13.94571863,5.64176E-08,0.056417554
Low,Esi+,DTXSID9044322,Dodecylamine hydrochloride,DTXCID901984,C12H27N,185.2143499,CCCCCCCCCCCCN,10,0,,,0.024,1079845,238225,CCCCCCCCCCCCN,,1079845,,3.784483096,13.94571863,1.22361E-08,0.012236094
High,Esi+,DTXSID4042090,Lauryldiethanolamine,DTXCID2022090,C16H35NO2,273.2667794,CCCCCCCCCCCCN(CCO)CCO,9.74,0,,,0.49,42787443,,CCCCCCCCCCCCN(CCO)CCO,,42787443,,3.855625982,13.97368399,4.54603E-07,0.454603051
Mid,Esi+,DTXSID4042090,Lauryldiethanolamine,DTXCID2022090,C16H35NO2,273.2667794,CCCCCCCCCCCCN(CCO)CCO,9.74,0,,,0.122,15224443,,CCCCCCCCCCCCN(CCO)CCO,,15224443,,3.855625982,13.97368399,1.61755E-07,0.161754892
Low,Esi+,DTXSID4042090,Lauryldiethanolamine,DTXCID2022090,C16H35NO2,273.2667794,CCCCCCCCCCCCN(CCO)CCO,9.74,0,,,0.024,2582286,,CCCCCCCCCCCCN(CCO)CCO,,2582286,,3.855625982,13.97368399,2.7436E-08,0.027435972
High,Esi+,DTXSID0042086,Laurocapram,DTXCID8022086,C18H35NO,281.2718648,CCCCCCCCCCCCN1CCCCCC1=O,14.16,0,,,0.49,122953128,,CCCCCCCCCCCCN1CCCCCC1=O,0.00000049,122953128,2.50925E+14,4.522131484,14.2356788,7.14596E-07,0.714596325
Mid,Esi+,DTXSID0042086,Laurocapram,DTXCID8022086,C18H35NO,281.2718648,CCCCCCCCCCCCN1CCCCCC1=O,14.16,0,,,0.122,35861328,,CCCCCCCCCCCCN1CCCCCC1=O,0.000000122,35861328,2.93945E+14,4.522131484,14.2356788,2.08424E-07,0.208423922
Low,Esi+,DTXSID0042086,Laurocapram,DTXCID8022086,C18H35NO,281.2718648,CCCCCCCCCCCCN1CCCCCC1=O,14.16,0,,,0.024,7406125,,CCCCCCCCCCCCN1CCCCCC1=O,0.000000024,7406125,3.08589E+14,4.522131484,14.2356788,4.3044E-08,0.043043962
High,Esi+,DTXSID7042190,"N,N-Dimethyldecylamine oxide",DTXCID5022190,C12H27NO,201.2092645,CCCCCCCCCC[N+](C)(C)[O-],8.37,0,,,0.49,44338152,,CCCCCCCCCC[N+](C)(C)[O-],,44338152,,2.920242579,13.6059967,1.09845E-06,1.098451512
Mid,Esi+,DTXSID7042190,"N,N-Dimethyldecylamine oxide",DTXCID5022190,C12H27NO,201.2092645,CCCCCCCCCC[N+](C)(C)[O-],8.37,0,,,0.122,12397813,,CCCCCCCCCC[N+](C)(C)[O-],,12397813,,2.920242579,13.6059967,3.07148E-07,0.30714849
Low,Esi+,DTXSID7042190,"N,N-Dimethyldecylamine oxide",DTXCID5022190,C12H27NO,201.2092645,CCCCCCCCCC[N+](C)(C)[O-],8.37,0,,,0.024,2264249,,CCCCCCCCCC[N+](C)(C)[O-],,2264249,,2.920242579,13.6059967,5.60954E-08,0.056095431
High,Esi+,DTXSID4036435,N-Octyl-2-pyrrolidone,DTXCID2016435,C12H23NO,197.1779644,CCCCCCCCN1CCCC1=O,9.2,0,,,0.49,38969232,,CCCCCCCCN1CCCC1=O,,38969232,,2.811800509,13.5633695,1.06501E-06,1.065006713
Mid,Esi+,DTXSID4036435,N-Octyl-2-pyrrolidone,DTXCID2016435,C12H23NO,197.1779644,CCCCCCCCN1CCCC1=O,9.2,0,,,0.122,13899868,,CCCCCCCCN1CCCC1=O,,13899868,,2.811800509,13.5633695,3.79875E-07,0.379875403
Low,Esi+,DTXSID4036435,N-Octyl-2-pyrrolidone,DTXCID2016435,C12H23NO,197.1779644,CCCCCCCCN1CCCC1=O,9.2,0,,,0.024,2755358,,CCCCCCCCN1CCCC1=O,,2755358,,2.811800509,13.5633695,7.53024E-08,0.07530235
High,Esi+,DTXSID9027441,Octabenzone,DTXCID107441,C21H26O3,326.1881947,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,15,0,,,0.49,21258084,,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,,21258084,,3.504807905,13.83578187,3.10272E-07,0.310271757
Mid,Esi+,DTXSID9027441,Octabenzone,DTXCID107441,C21H26O3,326.1881947,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,15,0,,,0.122,5946043,,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,,5946043,,3.504807905,13.83578187,8.67853E-08,0.0867853
Low,Esi+,DTXSID9027441,Octabenzone,DTXCID107441,C21H26O3,326.1881947,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,15,0,,,0.024,1038447,,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,,1038447,,3.504807905,13.83578187,1.51566E-08,0.015156623
High,Esi+,DTXSID2044844,3-(Octyloxy)propan-1-amine,DTXCID0024844,C11H25NO,187.1936144,CCCCCCCCOCCCN,7.17,0,,,0.49,21052326,,CCCCCCCCOCCCN,,21052326,,3.623169354,13.88230825,2.76053E-07,0.276052596
Mid,Esi+,DTXSID2044844,3-(Octyloxy)propan-1-amine,DTXCID0024844,C11H25NO,187.1936144,CCCCCCCCOCCCN,7.17,0,,,0.122,6709941,,CCCCCCCCOCCCN,,6709941,,3.623169354,13.88230825,8.79854E-08,0.087985367
Low,Esi+,DTXSID2044844,3-(Octyloxy)propan-1-amine,DTXCID0024844,C11H25NO,187.1936144,CCCCCCCCOCCCN,7.17,0,,,0.024,1125141,,CCCCCCCCOCCCN,,1125141,,3.623169354,13.88230825,1.47536E-08,0.014753624
High,Esi+,DTXSID6025068,Dihexyl phthalate,DTXCID505068,C20H30O4,334.2144094,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,14.07,0,,,0.49,64846840,,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,,64846840,,3.354679997,13.77676851,1.08423E-06,1.08422723
Mid,Esi+,DTXSID6025068,Dihexyl phthalate,DTXCID505068,C20H30O4,334.2144094,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,14.07,0,,,0.122,21531172,,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,,21531172,,3.354679997,13.77676851,3.59997E-07,0.359997233
